publication_id	user_id	title	description	pages	category	publication_date
876	347	Publication 1 of anna_sidorov_347	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4
Description 1 line 5"	547	Art	2020-01-26
877	347	Publication 2 of anna_sidorov_347	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4
Description 2 line 5"	500	Science	2025-07-14
878	348	Publication 1 of maria_petrova_348	"Description 1 line 1
Description 1 line 2"	686	Business	2026-01-25
879	348	Publication 2 of maria_petrova_348	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4"	631	Science	2023-11-18
880	348	Publication 3 of maria_petrova_348	"Description 3 line 1
Description 3 line 2
Description 3 line 3
Description 3 line 4"	352	Art	2024-06-29
881	349	Publication 1 of alexey_sidorov_349	"Description 1 line 1
Description 1 line 2"	143	Business	2023-05-18
882	349	Publication 2 of alexey_sidorov_349	"Description 2 line 1
Description 2 line 2"	610	Business	2025-06-01
883	349	Publication 3 of alexey_sidorov_349	"Description 3 line 1
Description 3 line 2"	569	Education	2023-02-10
884	350	Publication 1 of pavel_sidorov_350	"Description 1 line 1
Description 1 line 2"	456	Science	2025-08-09
885	350	Publication 2 of pavel_sidorov_350	"Description 2 line 1
Description 2 line 2
Description 2 line 3"	306	Science	2024-11-05
886	350	Publication 3 of pavel_sidorov_350	"Description 3 line 1
Description 3 line 2
Description 3 line 3"	768	History	2025-10-13
887	350	Publication 4 of pavel_sidorov_350	"Description 4 line 1
Description 4 line 2
Description 4 line 3
Description 4 line 4
Description 4 line 5"	631	Art	2024-12-25
888	351	Publication 1 of elena_smirnova_351	"Description 1 line 1
Description 1 line 2
Description 1 line 3"	56	Education	2025-12-27
889	351	Publication 2 of elena_smirnova_351	"Description 2 line 1
Description 2 line 2
Description 2 line 3"	286	Science	2025-11-23
890	351	Publication 3 of elena_smirnova_351	"Description 3 line 1
Description 3 line 2"	11	Business	2026-01-14
891	351	Publication 4 of elena_smirnova_351	"Description 4 line 1
Description 4 line 2
Description 4 line 3
Description 4 line 4"	342	Science	2025-12-07
892	352	Publication 1 of pavel_kuznetsov_352	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4"	285	Technology	2024-12-02
893	353	Publication 1 of olga_sokolova_353	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4
Description 1 line 5"	195	History	2025-07-21
894	353	Publication 2 of olga_sokolova_353	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4
Description 2 line 5"	756	Technology	2023-11-26
895	354	Publication 1 of olga_sidorov_354	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4
Description 1 line 5"	261	History	2025-10-22
896	355	Publication 1 of alexey_sidorov_355	"Description 1 line 1
Description 1 line 2
Description 1 line 3"	798	Science	2022-05-15
897	356	Publication 1 of elena_ivanov_356	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4
Description 1 line 5"	845	Technology	2020-02-23
898	356	Publication 2 of elena_ivanov_356	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4"	652	Education	2022-08-22
899	356	Publication 3 of elena_ivanov_356	"Description 3 line 1
Description 3 line 2"	115	Education	2020-07-28
900	357	Publication 1 of olga_ivanov_357	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4"	241	Business	2022-08-04
901	357	Publication 2 of olga_ivanov_357	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4
Description 2 line 5"	183	Science	2022-08-01
902	357	Publication 3 of olga_ivanov_357	"Description 3 line 1
Description 3 line 2
Description 3 line 3
Description 3 line 4"	375	Science	2020-10-14
903	357	Publication 4 of olga_ivanov_357	"Description 4 line 1
Description 4 line 2
Description 4 line 3"	192	History	2025-03-04
904	358	Publication 1 of daria_sidorov_358	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4"	521	Business	2025-12-13
905	358	Publication 2 of daria_sidorov_358	"Description 2 line 1
Description 2 line 2
Description 2 line 3"	337	Technology	2025-12-18
906	358	Publication 3 of daria_sidorov_358	"Description 3 line 1
Description 3 line 2
Description 3 line 3
Description 3 line 4"	158	Science	2025-12-23
907	359	Publication 1 of daria_volkova_359	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4
Description 1 line 5"	561	Education	2025-06-27
908	359	Publication 2 of daria_volkova_359	"Description 2 line 1
Description 2 line 2
Description 2 line 3"	729	Science	2024-12-03
909	359	Publication 3 of daria_volkova_359	"Description 3 line 1
Description 3 line 2
Description 3 line 3
Description 3 line 4
Description 3 line 5"	146	Science	2024-03-14
910	359	Publication 4 of daria_volkova_359	"Description 4 line 1
Description 4 line 2
Description 4 line 3"	865	Education	2023-09-17
911	360	Publication 1 of ivan_sidorov_360	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4
Description 1 line 5"	390	Science	2025-12-07
912	360	Publication 2 of ivan_sidorov_360	"Description 2 line 1
Description 2 line 2"	498	Education	2026-01-17
913	361	Publication 1 of olga_petrova_361	"Description 1 line 1
Description 1 line 2
Description 1 line 3"	776	Education	2020-07-17
914	361	Publication 2 of olga_petrova_361	"Description 2 line 1
Description 2 line 2"	169	Science	2022-03-22
915	361	Publication 3 of olga_petrova_361	"Description 3 line 1
Description 3 line 2
Description 3 line 3"	525	Technology	2026-01-25
916	361	Publication 4 of olga_petrova_361	"Description 4 line 1
Description 4 line 2
Description 4 line 3
Description 4 line 4"	736	Technology	2018-12-26
917	362	Publication 1 of anna_morozov_362	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4
Description 1 line 5"	498	Art	2022-10-30
918	363	Publication 1 of olga_ivanov_363	"Description 1 line 1
Description 1 line 2"	89	Art	2025-08-18
919	363	Publication 2 of olga_ivanov_363	"Description 2 line 1
Description 2 line 2
Description 2 line 3"	298	Technology	2025-09-20
920	364	Publication 1 of elena_ivanov_364	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4
Description 1 line 5"	56	Science	2022-10-19
921	365	Publication 1 of ivan_volkova_365	"Description 1 line 1
Description 1 line 2"	524	Technology	2024-03-24
922	365	Publication 2 of ivan_volkova_365	"Description 2 line 1
Description 2 line 2"	745	Technology	2022-08-06
923	366	Publication 1 of olga_sidorov_366	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4"	648	History	2025-01-16
924	366	Publication 2 of olga_sidorov_366	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4
Description 2 line 5"	109	Science	2023-11-25
925	366	Publication 3 of olga_sidorov_366	"Description 3 line 1
Description 3 line 2
Description 3 line 3
Description 3 line 4
Description 3 line 5"	331	Technology	2024-03-10
926	367	Publication 1 of elena_volkova_367	"Description 1 line 1
Description 1 line 2
Description 1 line 3"	136	Education	2024-03-02
927	367	Publication 2 of elena_volkova_367	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4"	889	Art	2024-06-22
928	368	Publication 1 of olga_sokolova_368	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4
Description 1 line 5"	528	History	2024-10-17
929	368	Publication 2 of olga_sokolova_368	"Description 2 line 1
Description 2 line 2"	768	Technology	2024-06-26
930	368	Publication 3 of olga_sokolova_368	"Description 3 line 1
Description 3 line 2"	238	History	2025-09-16
931	369	Publication 1 of sergey_sokolova_369	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4
Description 1 line 5"	214	History	2024-03-28
932	370	Publication 1 of elena_sokolova_370	"Description 1 line 1
Description 1 line 2
Description 1 line 3"	337	Education	2025-12-21
933	371	Publication 1 of ivan_volkova_371	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4
Description 1 line 5"	286	Art	2023-11-26
934	372	Publication 1 of anna_kuznetsov_372	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4"	178	Technology	2023-08-16
935	372	Publication 2 of anna_kuznetsov_372	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4
Description 2 line 5"	373	Business	2022-10-31
936	372	Publication 3 of anna_kuznetsov_372	"Description 3 line 1
Description 3 line 2
Description 3 line 3"	341	Business	2025-04-24
937	372	Publication 4 of anna_kuznetsov_372	"Description 4 line 1
Description 4 line 2
Description 4 line 3"	479	Technology	2022-06-19
938	373	Publication 1 of daria_kuznetsov_373	"Description 1 line 1
Description 1 line 2
Description 1 line 3"	625	History	2025-02-26
939	373	Publication 2 of daria_kuznetsov_373	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4"	843	Art	2020-06-19
940	374	Publication 1 of alexey_petrova_374	"Description 1 line 1
Description 1 line 2"	190	History	2024-10-03
941	374	Publication 2 of alexey_petrova_374	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4
Description 2 line 5"	400	Art	2024-10-18
942	374	Publication 3 of alexey_petrova_374	"Description 3 line 1
Description 3 line 2"	641	History	2025-12-19
943	374	Publication 4 of alexey_petrova_374	"Description 4 line 1
Description 4 line 2
Description 4 line 3
Description 4 line 4"	882	History	2023-11-21
944	375	Publication 1 of alexey_morozov_375	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4"	284	Business	2024-02-16
945	376	Publication 1 of pavel_ivanov_376	"Description 1 line 1
Description 1 line 2
Description 1 line 3"	595	History	2020-02-01
946	377	Publication 1 of pavel_morozov_377	"Description 1 line 1
Description 1 line 2
Description 1 line 3"	457	Technology	2025-07-28
947	377	Publication 2 of pavel_morozov_377	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4
Description 2 line 5"	873	Business	2024-10-03
948	378	Publication 1 of nikita_smirnova_378	"Description 1 line 1
Description 1 line 2
Description 1 line 3"	474	Business	2019-03-06
949	378	Publication 2 of nikita_smirnova_378	"Description 2 line 1
Description 2 line 2
Description 2 line 3"	314	Technology	2023-01-23
950	378	Publication 3 of nikita_smirnova_378	"Description 3 line 1
Description 3 line 2"	291	Science	2025-01-19
951	378	Publication 4 of nikita_smirnova_378	"Description 4 line 1
Description 4 line 2"	123	History	2020-08-28
952	379	Publication 1 of maria_kuznetsov_379	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4
Description 1 line 5"	824	Science	2023-02-04
953	379	Publication 2 of maria_kuznetsov_379	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4
Description 2 line 5"	650	Science	2023-09-06
954	379	Publication 3 of maria_kuznetsov_379	"Description 3 line 1
Description 3 line 2"	192	Business	2021-05-26
955	379	Publication 4 of maria_kuznetsov_379	"Description 4 line 1
Description 4 line 2
Description 4 line 3"	544	Business	2025-05-27
956	380	Publication 1 of elena_ivanov_380	"Description 1 line 1
Description 1 line 2
Description 1 line 3"	235	Science	2020-09-06
957	380	Publication 2 of elena_ivanov_380	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4
Description 2 line 5"	214	Science	2026-01-05
958	381	Publication 1 of maria_sokolova_381	"Description 1 line 1
Description 1 line 2"	607	Education	2024-02-06
959	381	Publication 2 of maria_sokolova_381	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4
Description 2 line 5"	453	History	2024-06-07
960	381	Publication 3 of maria_sokolova_381	"Description 3 line 1
Description 3 line 2
Description 3 line 3
Description 3 line 4"	392	Business	2024-09-29
961	381	Publication 4 of maria_sokolova_381	"Description 4 line 1
Description 4 line 2
Description 4 line 3
Description 4 line 4
Description 4 line 5"	181	Science	2025-11-09
962	382	Publication 1 of maria_volkova_382	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4"	390	Technology	2021-12-14
963	382	Publication 2 of maria_volkova_382	"Description 2 line 1
Description 2 line 2"	336	Business	2021-11-10
964	383	Publication 1 of sergey_volkova_383	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4
Description 1 line 5"	708	History	2025-02-03
965	383	Publication 2 of sergey_volkova_383	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4
Description 2 line 5"	57	Art	2025-03-10
966	383	Publication 3 of sergey_volkova_383	"Description 3 line 1
Description 3 line 2"	473	Technology	2025-06-24
967	383	Publication 4 of sergey_volkova_383	"Description 4 line 1
Description 4 line 2
Description 4 line 3
Description 4 line 4"	28	Business	2025-12-25
968	384	Publication 1 of sergey_kuznetsov_384	"Description 1 line 1
Description 1 line 2"	491	Science	2024-05-28
969	385	Publication 1 of maria_kuznetsov_385	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4"	723	History	2024-12-30
970	386	Publication 1 of nikita_petrova_386	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4"	892	Business	2021-04-16
971	387	Publication 1 of anna_smirnova_387	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4"	813	Science	2025-12-29
972	388	Publication 1 of anna_kuznetsov_388	"Description 1 line 1
Description 1 line 2"	139	Art	2025-10-31
973	388	Publication 2 of anna_kuznetsov_388	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4
Description 2 line 5"	687	History	2025-10-25
974	388	Publication 3 of anna_kuznetsov_388	"Description 3 line 1
Description 3 line 2
Description 3 line 3
Description 3 line 4"	738	Science	2025-11-28
975	389	Publication 1 of pavel_petrova_389	"Description 1 line 1
Description 1 line 2
Description 1 line 3"	509	Science	2023-08-01
976	389	Publication 2 of pavel_petrova_389	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4"	788	Art	2024-07-01
977	390	Publication 1 of alexey_petrova_390	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4"	900	Education	2025-07-12
978	390	Publication 2 of alexey_petrova_390	"Description 2 line 1
Description 2 line 2"	256	Science	2021-08-07
979	390	Publication 3 of alexey_petrova_390	"Description 3 line 1
Description 3 line 2
Description 3 line 3
Description 3 line 4
Description 3 line 5"	687	Education	2025-08-15
